HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Entrez Gene ID	RefSeq IDs	Gene Family Name
HGNC:50216	MIR7702		hsa-mir-7702	102465800	NR_106989	MicroRNAs
HGNC:50271	MIR7703		hsa-mir-7703	102465801	NR_106990	MicroRNAs
HGNC:50089	MIR7704		hsa-mir-7704	102465802	NR_106991	MicroRNAs
HGNC:50143	MIR7705		hsa-mir-7705	102466854	NR_106992	MicroRNAs
HGNC:50110	MIR7706		hsa-mir-7706	102465803	NR_106993	MicroRNAs
HGNC:50074	MIR7843		hsa-mir-7843	102465832	NR_106994	MicroRNAs
HGNC:50044	MIR7844		hsa-mir-7844	102465834	NR_106998	MicroRNAs
HGNC:50267	MIR7845		hsa-mir-7845	102465835	NR_106999	MicroRNAs
HGNC:50029	MIR7846		hsa-mir-7846	102465836	NR_107000	MicroRNAs
HGNC:50153	MIR7847		hsa-mir-7847	102465993	NR_107001	MicroRNAs
HGNC:50058	MIR7848		hsa-mir-7848	102466865	NR_107002	MicroRNAs
HGNC:50166	MIR7849		hsa-mir-7849	102465837	NR_107003	MicroRNAs
HGNC:50118	MIR7850		hsa-mir-7850	102465838	NR_107004	MicroRNAs
HGNC:50127	MIR7851		hsa-mir-7851	102467003	NR_107005	MicroRNAs
HGNC:50201	MIR7852		hsa-mir-7852	102465839	NR_107006	MicroRNAs
HGNC:49933	MIR7853		hsa-mir-7853	102466866	NR_107007	MicroRNAs
HGNC:50047	MIR7854		hsa-mir-7854	102465840	NR_107008	MicroRNAs
HGNC:50244	MIR7855		hsa-mir-7855	102465841	NR_107009	MicroRNAs
HGNC:50268	MIR7856		hsa-mir-7856	102465842	NR_107010	MicroRNAs
HGNC:50040	MIR7973-1		hsa-mir-7973-1	102466250	NR_107012	MicroRNAs
HGNC:50080	MIR7973-2		hsa-mir-7973-2	102465855	NR_107013	MicroRNAs
HGNC:49992	MIR7974		hsa-mir-7974	102465856	NR_107014	MicroRNAs
HGNC:49967	MIR7975		hsa-mir-7975	102466872	NR_107015	MicroRNAs
HGNC:50092	MIR7976		hsa-mir-7976	102465857	NR_107016	MicroRNAs
HGNC:49969	MIR7977		hsa-mir-7977	102465858	NR_107017	MicroRNAs
HGNC:50113	MIR7978		hsa-mir-7978	102465859	NR_107018	MicroRNAs
HGNC:50252	MIR8052		hsa-mir-8052	102466873	NR_107019	MicroRNAs
HGNC:50137	MIR8053		hsa-mir-8053	102467004	NR_107020	MicroRNAs
HGNC:50177	MIR8054		hsa-mir-8054	102465860	NR_107021	MicroRNAs
HGNC:50241	MIR8055		hsa-mir-8055	102465861	NR_107022	MicroRNAs
HGNC:49948	MIR8056		hsa-mir-8056	102465862	NR_107023	MicroRNAs
HGNC:49960	MIR8057		hsa-mir-8057	102466874	NR_107024	MicroRNAs
HGNC:50018	MIR8058		hsa-mir-8058	102465863	NR_107025	MicroRNAs
HGNC:50068	MIR8059		hsa-mir-8059	102466918	NR_107026	MicroRNAs
HGNC:50180	MIR8060		hsa-mir-8060	102465864	NR_107027	MicroRNAs
HGNC:50077	MIR8061		hsa-mir-8061	102466251	NR_107028	MicroRNAs
HGNC:49975	MIR8062		hsa-mir-8062	102465865	NR_107029	MicroRNAs
HGNC:50088	MIR8063		hsa-mir-8063	102466875	NR_107030	MicroRNAs
HGNC:50236	MIR8064		hsa-mir-8064	102465866	NR_107031	MicroRNAs
HGNC:49959	MIR8065		hsa-mir-8065	102465867	NR_107032	MicroRNAs
HGNC:50043	MIR8066		hsa-mir-8066	102465868	NR_107033	MicroRNAs
HGNC:49934	MIR8067		hsa-mir-8067	102465869	NR_107034	MicroRNAs
HGNC:50238	MIR8068		hsa-mir-8068	102466876	NR_107035	MicroRNAs
HGNC:50262	MIR8069-1	MIR8069	hsa-mir-8069	102466252	NR_107036	MicroRNAs
HGNC:50836	MIR8069-2			103504736	NR_128718	MicroRNAs
HGNC:50274	MIR8070		hsa-mir-8070	102465870	NR_107037	MicroRNAs
HGNC:50041	MIR8071-1		hsa-mir-8071-1	102465871	NR_107038	MicroRNAs
HGNC:49958	MIR8071-2		hsa-mir-8071-2	102466889	NR_107059	MicroRNAs
HGNC:50174	MIR8072		hsa-mir-8072	102466877	NR_107039	MicroRNAs
HGNC:50131	MIR8073		hsa-mir-8073	102465872	NR_107040	MicroRNAs
HGNC:50105	MIR8074		hsa-mir-8074	102465873	NR_107041	MicroRNAs
HGNC:50172	MIR8075		hsa-mir-8075	102465874	NR_107042	MicroRNAs
HGNC:49997	MIR8076		hsa-mir-8076	102466253	NR_107043	MicroRNAs
HGNC:50266	MIR8077		hsa-mir-8077	102465875	NR_107044	MicroRNAs
HGNC:50102	MIR8078		hsa-mir-8078	102466878	NR_107045	MicroRNAs
HGNC:50021	MIR8079		hsa-mir-8079	102465876	NR_107046	MicroRNAs
HGNC:49989	MIR8080		hsa-mir-8080	102465877	NR_107047	MicroRNAs
HGNC:50123	MIR8081		hsa-mir-8081	102465995	NR_107048	MicroRNAs
HGNC:50111	MIR8082		hsa-mir-8082	102465878	NR_107049	MicroRNAs
HGNC:50211	MIR8083		hsa-mir-8083	102466879	NR_107050	MicroRNAs
HGNC:50075	MIR8084		hsa-mir-8084	102467005	NR_107051	MicroRNAs
HGNC:50120	MIR8085		hsa-mir-8085	102465879	NR_107052	MicroRNAs
HGNC:50107	MIR8086		hsa-mir-8086	102465880	NR_107053	MicroRNAs
HGNC:50059	MIR8087		hsa-mir-8087	102465881	NR_107054	MicroRNAs
HGNC:50167	MIR8088		hsa-mir-8088	102466880	NR_107055	MicroRNAs
HGNC:50196	MIR8089		hsa-mir-8089	102465882	NR_107056	MicroRNAs
HGNC:50839	MIR8485			103504737	NR_130470	MicroRNAs
HGNC:50841	MIR9500			103504730	NR_128707	MicroRNAs
HGNC:31476	MIRLET7A1	MIRNLET7A1	hsa-let-7a-1	406881	NR_029476	MicroRNAs
HGNC:31477	MIRLET7A2	MIRNLET7A2	hsa-let-7a-2	406882	NR_029477	MicroRNAs
HGNC:31478	MIRLET7A3	MIRNLET7A3	hsa-let-7a-3	406883	NR_029478	MicroRNAs
HGNC:31479	MIRLET7B	MIRNLET7B	hsa-let-7b	406884	NR_029479	MicroRNAs
HGNC:37189	MIRLET7BHG		linc-Ppara	400931	NR_027033	
HGNC:31480	MIRLET7C	MIRNLET7C	hsa-let-7c	406885	NR_029480	MicroRNAs
HGNC:31481	MIRLET7D	MIRNLET7D	hsa-let-7d	406886	NR_029481	MicroRNAs
HGNC:37186	MIRLET7DHG			158257	NR_046163	
HGNC:31482	MIRLET7E	MIRNLET7E	hsa-let-7e	406887	NR_029482	MicroRNAs
HGNC:31483	MIRLET7F1	MIRNLET7F1	hsa-let-7f-1	406888	NR_029483	MicroRNAs
HGNC:31484	MIRLET7F2	MIRNLET7F2	hsa-let-7f-2	406889	NR_029484	MicroRNAs
HGNC:31485	MIRLET7G	MIRNLET7G	hsa-let-7g	406890	NR_029660	MicroRNAs
HGNC:31486	MIRLET7I	MIRNLET7I	hsa-let-7i	406891	NR_029661	MicroRNAs
HGNC:31633	MIRN321~withdrawn					
HGNC:32816	MIRN560~withdrawn					
HGNC:32821	MIRN565~withdrawn					
HGNC:32850	MIRN594~withdrawn					
HGNC:33633	MIRN672~withdrawn					
HGNC:33646	MIRN674~withdrawn					
HGNC:33142	MIRN768~withdrawn					
HGNC:33144	MIRN801~withdrawn					
HGNC:33637	MIRN871~withdrawn					
HGNC:33657	MIRN872~withdrawn					
HGNC:24967	MIS12		MGC2488, hMIS12, KNTC2AP, MTW1	79003	NM_024039	MIS12 kinetochore complex
HGNC:1286	MIS18A	C21orf46, C21orf45	B28, FASP1, hMis18alpha	54069	NM_018944	
HGNC:40106	MIS18A-AS1					
HGNC:20190	MIS18BP1	C14orf106	M18BP1, FLJ11186, KIAA1903, KNL2	55320		Myb/SANT domain containing
HGNC:27000	MISP	C19orf21	DKFZp686H18209, Caprice, MISP1	126353	NM_173481	
HGNC:26963	MISP3			113230		
HGNC:25207	MITD1		LOC129531	129531	NM_138798	
HGNC:7105	MITF	WS2A, WS2	MI, bHLHe32	4286	NM_198159	Basic helix-loop-helix proteins
HGNC:13363	MIXL1		MILD1, MIXL	83881		PRD class homeoboxes and pseudogenes
HGNC:7107	MKI67		MIB-, PPP1R105	4288	NM_002417	Protein phosphatase 1 regulatory subunits
HGNC:49230	MKI67P1			100271918		
HGNC:7108	MKKS	BBS6		8195		Bardet-Biedl syndrome associated|Chaperonins
HGNC:14334	MKL1		KIAA1438, MAL, MRTF-A, BSAC, MKL	57591	NM_020831	Myocardin family
HGNC:29819	MKL2		MRTF-B, FLJ31823	57496	NM_014048	Myocardin family
HGNC:7109	MKLN1		TWA2	4289	NM_013255	CTLH complex
HGNC:40374	MKLN1-AS	MKLN1-AS2		100506881		
HGNC:7110	MKNK1		MNK1	8569	NM_003684	Mitogen-activated protein kinase-activated protein kinases
HGNC:44129	MKNK1-AS1			100507423	NR_038403	
HGNC:7111	MKNK2	GPRK7	MNK2	2872	NM_199054	Mitogen-activated protein kinase-activated protein kinases
HGNC:44970	MKNK2P1			389948	NG_022142	
HGNC:7112	MKRN1		RNF61	23608	NM_013446	Ring finger proteins
HGNC:7113	MKRN2		RNF62, HSPC070	23609	NM_014160	Ring finger proteins
HGNC:40375	MKRN2OS	MKRN2-AS1, C3orf83		100129480	NM_001195279	
HGNC:7114	MKRN3	ZNF127, D15S9	RNF63, ZFP127, MGC88288	7681	NM_005664	Ring finger proteins
HGNC:12910	MKRN3-AS1	ZNF127AS, MKRN3AS, MKRN3-AS	FNZ127, NCRNA00009, ZNF127-AS	10108		
HGNC:7115	MKRN4P	ZNF127L1, MKRN4, MKRNP5	ZNF-Xp, RNF64	7682	NM_030757	Ring finger proteins
HGNC:7117	MKRN5P	ZNF127L2, MKRNP1	ZNF-Xq	7683		Ring finger proteins
HGNC:7118	MKRN6P	MKRNP2		23610		Ring finger proteins
HGNC:7119	MKRN7P	ZNF127L5, MKRNP3		7686		Ring finger proteins
HGNC:7120	MKRN8P	ZNF127L4, MKRNP4	LOC391033	391033	NG_009613	Ring finger proteins
HGNC:7116	MKRN9P	ZNF127L3, MKRN5, MKRNP6	MKRN9, RNF65	400058	NG_004764	Ring finger proteins
HGNC:7121	MKS1	MKS	FLJ20345, POC12, BBS13	54903	NM_017777	Bardet-Biedl syndrome associated|B9 domain containing|MKS complex
HGNC:7122	MKS2~withdrawn					
HGNC:29444	MKS3~withdrawn					
HGNC:23729	MKX	C10orf48, IRXL1	MGC39616	283078	NM_173576	TALE class homeoboxes and pseudogenes
HGNC:50686	MKX-AS1			101929202		
HGNC:7123	MLA1~withdrawn					
HGNC:7124	MLANA		MART1	2315		
HGNC:17082	MLC1		MLC, KIAA0027, LVM, VL	23209	NM_015166	
HGNC:28973	MLEC	KIAA0152		9761	NM_014730	Oligosaccharyltransferase complex subunits
HGNC:51122	MLECP1					
HGNC:7125	MLF1			4291	NM_022443	
HGNC:7126	MLF2		NTN4	8079		
HGNC:7127	MLH1	COCA2	HNPCC, FCC2, HNPCC2	4292	NM_000249	MutL homologs
HGNC:7128	MLH3			27030	NM_014381	MutL homologs
HGNC:21355	MLIP	C6orf142	MGC18257, CIP	90523	NM_138569	
HGNC:40963	MLIP-AS1					
HGNC:41461	MLIP-IT1					
HGNC:7129	MLK1~withdrawn					
HGNC:7130	MLK2~withdrawn					
HGNC:7131	MLK3~withdrawn					
HGNC:26617	MLKL		FLJ34389	197259	NM_152649	
HGNC:23823	MLL3P~withdrawn					
HGNC:7134	MLLT1		ENL, LTG19, YEATS1	4298	NM_005934	Super elongation complex|YEATS domain containing
HGNC:7136	MLLT3		AF-9, AF9, YEATS3	4300	NM_004529	Super elongation complex|YEATS domain containing
HGNC:7138	MLLT6		AF17, FLJ23480	4302	NM_005937	PHD finger proteins
HGNC:16063	MLLT10		AF10	8028		PHD finger proteins
HGNC:15794	MLLT10P1	MLLT10L	bA348I14.3	140678		
HGNC:39141	MLLT10P2					
HGNC:16997	MLLT11		AF1Q	10962	NM_006818	
HGNC:7140	MLM~withdrawn					
HGNC:7141	MLN			4295		Endogenous ligands
HGNC:4495	MLNR	GPR38		2862	NM_001507	Peptide receptors
HGNC:29643	MLPH		l1Rk3, l(1)-3Rk, Slac-2a, ln, exophilin-3	79083	NM_024101	
HGNC:7143	MLPL1~withdrawn					
HGNC:7144	MLR~withdrawn					
HGNC:7145	MLS~withdrawn					
HGNC:24825	MLST8		Lst8, Pop3, GBL, GbetaL	64223	NM_022372	MTOR complex 1|MTOR complex 2|WD repeat domain containing
HGNC:7147	MLT~withdrawn					
HGNC:7148	MLVAR~withdrawn					
HGNC:7149	MLVI2~withdrawn					
HGNC:11645	MLX	TCFL4	MAD7, MXD7, bHLHd13	6945	NM_170607	Basic helix-loop-helix proteins|MAX dimerization proteins
HGNC:17055	MLXIP		MONDOA, KIAA0867, MIR, bHLHe36	22877	NM_014938	Basic helix-loop-helix proteins
HGNC:12744	MLXIPL	WBSCR14	WS-bHLH, MIO, CHREBP, MONDOB, bHLHd14	51085	NM_032951	Basic helix-loop-helix proteins
HGNC:7150	MLYCD		MCD, hMCD	23417	NM_012213	
HGNC:18871	MMAA		cblA	166785		
HGNC:19331	MMAB		cblB, CFAP23	326625		Cilia and flagella associated
HGNC:24525	MMACHC		DKFZP564I122, cblC	25974	NM_015506	
HGNC:25221	MMADHC	C2orf25	CL25022, cblD	27249	NM_015702	
HGNC:7152	MMC~withdrawn					
HGNC:7153	MMD		MMA, PAQR11	23531		Progestin and adipoQ receptor family
HGNC:30133	MMD2		PAQR10	221938	NM_198403	Progestin and adipoQ receptor family
HGNC:7154	MME		CALLA, CD10, NEP	4311	NM_000902	CD molecules|M13 metallopeptidases
HGNC:40376	MME-AS1					
HGNC:14668	MMEL1	MMEL2	SEP, NL1, NL2, NEPII	79258	NM_033467	M13 metallopeptidases
HGNC:14664	MMEL2~withdrawn					
HGNC:28100	MMGT1	TMEM32	EMC5	93380	NM_173470	
HGNC:7155	MMP1	CLG		4312	NM_002421	Endogenous ligands|M10 matrix metallopeptidases
HGNC:7166	MMP2	CLG4, CLG4A	TBE-1	4313		M10 matrix metallopeptidases
HGNC:53142	MMP2-AS1		ENST00000569037	107984884		
HGNC:7173	MMP3	STMY1, STMY		4314	NM_002422	M10 matrix metallopeptidases
HGNC:7174	MMP7	MPSL1	PUMP-1	4316		M10 matrix metallopeptidases
HGNC:7175	MMP8	CLG1		4317	NM_002424	M10 matrix metallopeptidases
HGNC:7176	MMP9	CLG4B		4318		M10 matrix metallopeptidases
HGNC:7156	MMP10	STMY2		4319		M10 matrix metallopeptidases
HGNC:7157	MMP11	STMY3		4320	NM_005940	M10 matrix metallopeptidases
HGNC:7158	MMP12		HME	4321	NM_002426	M10 matrix metallopeptidases
HGNC:7159	MMP13		CLG3	4322	NM_002427	Endogenous ligands|M10 matrix metallopeptidases
HGNC:7160	MMP14		MT1-MMP	4323	NM_004995	M10 matrix metallopeptidases
HGNC:7161	MMP15		MT2-MMP, MTMMP2, SMCP-2	4324	NM_002428	M10 matrix metallopeptidases
HGNC:7162	MMP16	C8orf57	MT3-MMP, DKFZp761D112	4325	NM_005941	M10 matrix metallopeptidases
HGNC:7163	MMP17		MT4-MMP	4326	NM_016155	M10 matrix metallopeptidases
HGNC:7164	MMP18~withdrawn					
HGNC:7165	MMP19	MMP18	RASI-1	4327	NM_002429	M10 matrix metallopeptidases
HGNC:7167	MMP20			9313		M10 matrix metallopeptidases
HGNC:14357	MMP21			118856		M10 matrix metallopeptidases
HGNC:7168	MMP21~withdrawn					
HGNC:7169	MMP22~withdrawn					
HGNC:7170	MMP23A	MMP21	MIFR	8511	NR_002946	Immunoglobulin like domain containing|M10 matrix metallopeptidases
HGNC:7171	MMP23B	MMP22	MIFR, MIFR-1	8510	NM_006983	Immunoglobulin like domain containing|M10 matrix metallopeptidases
HGNC:7172	MMP24		MT5-MMP	10893	NM_006690	M10 matrix metallopeptidases
HGNC:44421	MMP24OS	MMP24-AS1		101410538	NM_001355003	
HGNC:14246	MMP25	MMPL1, MMP20	MT6-MMP	64386	NM_022468	M10 matrix metallopeptidases
HGNC:51372	MMP25-AS1			100507419	NR_123723	
HGNC:14249	MMP26		endometase, MGC126590, MGC126592	56547	NM_021801	M10 matrix metallopeptidases
HGNC:14250	MMP27			64066	NM_022122	M10 matrix metallopeptidases
HGNC:14366	MMP28		MMP-25, MM28, EPILYSIN, MMP-28	79148	NM_024302	M10 matrix metallopeptidases
HGNC:7177	MMPL1~withdrawn					
HGNC:7178	MMRN1	MMRN	ECM, EMILIN4, GPIa*	22915	NM_007351	EMI domain containing
HGNC:19888	MMRN2	EMILIN3	EndoGlyx-1, FLJ13465	79812	NM_024756	EMI domain containing
HGNC:13824	MMS19	MMS19L	MET18, hMMS19	64210		Nucleotide excision repair|Cytosolic iron-sulfur assembly components
HGNC:21475	MMS22L	C6orf167	dJ39B17.2	253714	NM_198468	
HGNC:19144	MMVP1			50951		
HGNC:19145	MMVP2			352956		
HGNC:7180	MN1	MGCR	MGCR1-PEN, MGCR1	4330	NM_002430	
HGNC:7181	MNAT1		MAT1, RNF66	4331	NM_002431	Nucleotide excision repair|Ring finger proteins
HGNC:7182	MNBH~withdrawn					
HGNC:24839	MND1		GAJ	84057	NM_032117	
HGNC:7183	MNDA		PYHIN3	4332	NM_002432	Pyrin domain containing|Pyrin and HIN domain family
HGNC:7184	MNG1~withdrawn					
HGNC:7185	MNGIE~withdrawn					
HGNC:7186	MNK~withdrawn					
HGNC:7187	MNS~withdrawn					
HGNC:29636	MNS1		FLJ11222, SPATA40	55329	NM_018365	
HGNC:7188	MNT		ROX, MXD6, MAD6, bHLHd3	4335	NM_020310	Basic helix-loop-helix proteins|MAX dimerization proteins
HGNC:4979	MNX1	HLXB9	HB9, HOXHB9, SCRA1	3110		HOXL subclass homeoboxes
HGNC:48954	MNX1-AS1		CCAT5, LOC645249	645249	NR_038835	
HGNC:40278	MNX1-AS2		ENST00000429228	105375606		
HGNC:16658	MOAP1		MAP-1, PNMA4	64112		Paraneoplastic Ma antigens
HGNC:16015	MOB1A	C2orf6, MOBK1B, MOBKL1B	FLJ10788, MOB1, FLJ11595, Mob4B, Mats1	55233	NM_018221	MOB kinase activators
HGNC:42638	MOB1AP1	MOBKL1BP1				
HGNC:42639	MOB1AP2	MOBKL1BP2				
HGNC:29801	MOB1B	MOBKL1A	MOB4A	92597	NM_173468	MOB kinase activators
HGNC:24904	MOB2		HCCA2	81532	NM_053005	MOB kinase activators
HGNC:29802	MOB3A	MOBKL2A	MOB1C, MOB-LAK, moblak	126308	NM_130807	MOB kinase activators
HGNC:23825	MOB3B	MOBKL2B, C9orf35	MOB1D, FLJ13204	79817	NM_024761	MOB kinase activators
HGNC:29800	MOB3C	MOBKL2C	MOB1E	148932	NM_145279	MOB kinase activators
HGNC:17261	MOB4	PREI3, MOBKL3	MOB3, DKFZP564M112, CGI-95, 2C4D, PHOCN	25843	NM_015387	STRIPAK complex|MOB kinase activators
HGNC:7189	MOBP			4336	NM_006501, NM_182934, NM_182935	
HGNC:18234	MOCOS		HMCS, FLJ20733, MOS	55034		
HGNC:7190	MOCS1		MOCOD	4337	NM_005943	
HGNC:7191	MOCS1P1	MOCS1P2		27187		
HGNC:7192	MOCS1P2~withdrawn					
HGNC:7193	MOCS2		MOCO1	4338	NM_183418	
HGNC:15765	MOCS3		UBA4, dJ914P20.3	27304	NM_014484	Ubiquitin like modifier activating enzymes
HGNC:20021	MOCS3P1	MOCS3P		326305	NG_002557	
HGNC:39444	MOCS3P2			100420520	NG_024852	
HGNC:7194	MODY1~withdrawn					
HGNC:7195	MODY2~withdrawn					
HGNC:7196	MODY3~withdrawn					
HGNC:7197	MOG		BTN6, BTNL11	4340	NM_002433	V-set domain containing|Butyrophilins
HGNC:18210	MOGAT1	DGAT2L1	DGAT2L, MGAT1	116255	NM_058165	Diacylglycerol O-acyltransferase 2 family
HGNC:23248	MOGAT2		MGAT2, DGAT2L5, FLJ22644	80168	NM_025098	Diacylglycerol O-acyltransferase 2 family
HGNC:23249	MOGAT3		DC7, MGAT3, DGAT2L2	346606	NM_178176	Diacylglycerol O-acyltransferase 2 family
HGNC:24862	MOGS		GCS1, CWH41, DER7	7841	NM_006302	
HGNC:9833	MOK	RAGE	RAGE1, STK30	5891		
HGNC:28207	MON1A		MGC13272, SAND1	84315	NM_032355	
HGNC:25020	MON1B		SAND2, HSRG1, KIAA0872	22879	NM_014940	
HGNC:29177	MON2		KIAA1040	23041	NM_015026	
HGNC:7198	MORC1	MORC	ZCW6, CT33	27136		Zinc fingers CW-type
HGNC:40377	MORC1-AS1			100506506		
HGNC:23573	MORC2	ZCWCC1	ZCW3, KIAA0852, AC004542.C22.1	22880	NM_014941	Zinc fingers CW-type
HGNC:26662	MORC2-AS1	C22orf27, NCRNA00325	FLJ35801	150291	NR_026920	
HGNC:23572	MORC3	ZCWCC3	ZCW5, NXP2, KIAA0136	23515	NM_015358	Zinc fingers CW-type
HGNC:23485	MORC4	ZCWCC2	ZCW4, FLJ11565	79710	NM_024657	Zinc fingers CW-type
HGNC:15773	MORF4	SEN, SEN1		10934	NM_006792	
HGNC:16989	MORF4L1		MRG15, MORFRG15, HsT17725, Eaf3, MEAF3	10933	NM_006791	EMSY complex
HGNC:20400	MORF4L1P1	MORF4LP1	MRG1	326591		
HGNC:20401	MORF4L1P2	MORF4LP2		326594	NG_002591	
HGNC:20402	MORF4L1P3	MORF4LP3	MRG11	326593		
HGNC:39257	MORF4L1P4			100420030		
HGNC:35425	MORF4L1P5	MORF4LP5		100129288		
HGNC:39258	MORF4L1P6			100873878		
HGNC:39259	MORF4L1P7			100130637		
HGNC:16849	MORF4L2		KIAA0026, MRGX	9643	NM_012286	EMSY complex
HGNC:27991	MORF4L2-AS1			340544	NR_038978	
HGNC:20403	MORF4L2P1	MORF4LP4	MRG4	643915		
HGNC:25852	MORN1		FLJ13941	79906	NM_024848	
HGNC:30166	MORN2		MOPT	729967	NM_194270	
HGNC:29807	MORN3			283385	NM_173855	
HGNC:24001	MORN4	C10orf83	bA548K23.4, FLJ25925, rtp	118812	NM_178832	
HGNC:17841	MORN5	C9orf113, C9orf18	FLJ46909	254956	NM_198469	
HGNC:7199	MOS			4342	NM_005372	
HGNC:25235	MOSPD1		dJ473B4	56180	NM_019556	
HGNC:28381	MOSPD2		MGC26706	158747	NM_152581	
HGNC:25078	MOSPD3		CDS3, NET30	64598	NM_023948	
HGNC:7200	MOV10		gb110, MGC2948, fSAP113	4343	NM_020963	UPF1 like RNA helicases
HGNC:7201	MOV10L1		DJ402G11.8, DKFZp434B0717, CHAMP	54456	NM_018995	UPF1 like RNA helicases
HGNC:7204	MOX44~withdrawn					
HGNC:21063	MOXD1		DKFZP564G202, MOX, dJ248E1.1	26002	NM_015529	
HGNC:33605	MOXD2P	MOXD2		100289017	NR_024346	
HGNC:7205	MPB1~withdrawn					
HGNC:21606	MPC1	BRP44L	dJ68L15.3, CGI-129, SLC54A1	51660	NM_016098	Solute carriers
HGNC:44205	MPC1L		SLC54A3	347411	NM_001195522	Solute carriers
HGNC:24515	MPC2	BRP44	DKFZP564B167, SLC54A2	25874	NM_015415	Solute carriers
HGNC:7206	MPD1~withdrawn					
HGNC:32384	MPD2~withdrawn					
HGNC:7207	MPDU1		SL15, Lec35, PQLC5, CDGIf	9526		
HGNC:7208	MPDZ		MUPP1	8777	NM_003829	Crumbs complex|PDZ domain containing
HGNC:7209	MPE					
HGNC:29619	MPEG1		MPG1	219972	NM_001039396	
HGNC:7210	MPFD		CFTD, CFTDM			
HGNC:7211	MPG		MDG	4350		DNA glycosylases
HGNC:7214	MPHOSPH6		MPP6	10200	NM_005792	
HGNC:29810	MPHOSPH8		mpp8, HSMPP8	54737	NM_017520	Ankyrin repeat domain containing
HGNC:7215	MPHOSPH9		MPP9	10198		
HGNC:7213	MPHOSPH10		MPP10, MPP10P, CT90, PPP1R106	10199	NM_005791	Protein phosphatase 1 regulatory subunits|MPP10 subcomplex
HGNC:7216	MPI			4351		
HGNC:13937	MPIG6B	C6orf25	G6b, NG31, G6b-B	80739	NM_138272	
HGNC:7217	MPL		CD110, TPOR	4352	NM_005373	CD molecules|Fibronectin type III domain containing
HGNC:16002	MPLKIP	C7orf11	ORF20, TTDN1	136647	NM_138701	
HGNC:25934	MPND		FLJ14981	84954	NM_032868	
HGNC:7218	MPO			4353		
HGNC:7219	MPP1	DXS552E	PEMP	4354	NM_002436	Membrane associated guanylate kinases|PDZ domain containing
HGNC:7220	MPP2	DLG2	DKFZp761D0712	4355	NM_005374	Membrane associated guanylate kinases|PDZ domain containing
HGNC:7221	MPP3	DLG3		4356	NM_001932	Membrane associated guanylate kinases|PDZ domain containing
HGNC:13680	MPP4	DLG6		58538		Membrane associated guanylate kinases|PDZ domain containing
HGNC:18669	MPP5		PALS1, FLJ12615	64398	NM_022474	Crumbs complex|Membrane associated guanylate kinases|PDZ domain containing
HGNC:18167	MPP6		PALS2, VAM-1, p55T	51678		Membrane associated guanylate kinases|PDZ domain containing
HGNC:26542	MPP7		FLJ32798	143098	NM_173496	Membrane associated guanylate kinases|PDZ domain containing
HGNC:15988	MPPE1		PGAP5	65258	NM_023075	
HGNC:20143	MPPE1P1	MPPE1P		390501		
HGNC:1306	MPPED1	C22orf1	239AB, FAM1A	758	NM_001044370	
HGNC:1180	MPPED2	C11orf8	239FB, D11S302E, Hs.46638, FAM1B, dJ873F21.1, dJ1024C24.1	744	NM_001584	
HGNC:30321	MPRIP		RHOIP3, M-RIP, p116Rip	23164	NM_015134	Pleckstrin homology domain containing
HGNC:41263	MPRIP-AS1			100874529		
HGNC:44594	MPRIPP1			100421374		
HGNC:7222	MPSL1~withdrawn					
HGNC:7223	MPST		MST, TST2, TUM1	4357	NM_001013440	
HGNC:48364	MPTX1			649458		Short pentraxins
HGNC:7224	MPV17		SYM1	4358	NM_002437	
HGNC:26827	MPV17L		FLJ39599, MLPH1, MLPH2, MPV17L1	255027	NM_173803	
HGNC:28177	MPV17L2		FKSG24, MGC12972	84769	NM_032683	
HGNC:7225	MPZ	CMT1, CMT1B	HMSNIB, CMT2I, CMT2J	4359	NM_000530	V-set domain containing|Ig-like cell adhesion molecule family
HGNC:7226	MPZL1		PZR, FLJ21047	9019	NM_024569	V-set domain containing
HGNC:3496	MPZL2	EVA1	EVA	10205	NM_005797	V-set domain containing|Ig-like cell adhesion molecule family
HGNC:27279	MPZL3			196264	NM_198275	V-set domain containing
HGNC:4975	MR1	HLALS		3140	NM_001531	C1-set domain containing|Minor histocompatibility antigens
HGNC:1304	MRAP	C21orf61	B27, FALP	56246	NM_178817	
HGNC:21232	MRAP2	C6orf117	bA51G5.2	112609	NM_138409	
HGNC:7227	MRAS		M-RAs, R-RAS3, RRAS3	22808		RAS type GTPase family
HGNC:7228	MRC1	MRC1L1	CLEC13D, CD206, bA541I19.1, CLEC13DL	4360	NM_002438	Scavenger receptors|CD molecules|C-type lectin domain containing
HGNC:23403	MRC1L1~withdrawn					
HGNC:16875	MRC2		KIAA0709, ENDO180, CLEC13E, CD280	9902		CD molecules|C-type lectin domain containing
HGNC:7230	MRE11	MRE11A	ATLD	4361	NM_005591	BRCA1 C complex|MRN complex
HGNC:7231	MRE11P1	MRE11B		4362	NG_001157	
HGNC:25478	MREG		FLJ10116, DSU, WDT2	55686	NM_018000	
HGNC:50749	MREGP1					
HGNC:24549	MRFAP1		PAM14, PGR1	93621	NM_033296	
HGNC:28796	MRFAP1L1		MGC9651	114932	NM_152301	
HGNC:15866	MRGBP	C20orf20	FLJ10914, MRG15BP, Eaf7	55257	NM_018270	
